5.535515903268221294e+00,4.996937743185054792e+00,4.897294841178963409e+00,5.378707832509384446e+00,4.589028943935426597e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.500000000000000000e+01,2.500000000000000000e+01,1.400000000000000000e+01,6.090841870860618457e+00,5.982165782194967640e+00,6.168495062677282093e+00,6.555277979825894441e+00,5.760459956130682180e+00,1.870000000000000000e+02,1.100000000000000000e+02,2.300000000000000000e+01,8.400000000000000000e+01,1.880000000000000000e+02
5.769974477797040535e+00,5.573811331353896392e+00,5.752511796019555312e+00,5.726052244920758483e+00,5.381208574277576595e+00,7.000000000000000000e+01,1.880000000000000000e+02,5.500000000000000000e+01,5.500000000000000000e+01,3.200000000000000000e+01,5.786222993984943663e+00,6.094919645243902728e+00,6.097615380588539580e+00,5.808846813680721866e+00,5.414642937792481625e+00,1.440000000000000000e+02,2.040000000000000000e+02,6.500000000000000000e+01,1.810000000000000000e+02,1.280000000000000000e+02
6.200411474467827588e+00,5.683602666117824498e+00,5.762570214448841099e+00,5.543839422209176249e+00,6.167602016522200969e+00,1.750000000000000000e+02,1.600000000000000000e+02,1.790000000000000000e+02,1.790000000000000000e+02,3.000000000000000000e+00,5.355582855855837821e+00,5.974070888283160130e+00,5.090059344221590010e+00,5.706287023045390150e+00,6.021285481165617348e+00,5.700000000000000000e+01,5.800000000000000000e+01,5.700000000000000000e+01,5.700000000000000000e+01,5.700000000000000000e+01
5.247792936476283643e+00,5.139351936618714589e+00,4.798291698966348662e+00,5.069472253067050183e+00,5.172902734844544881e+00,9.000000000000000000e+01,1.300000000000000000e+01,1.200000000000000000e+01,1.780000000000000000e+02,1.700000000000000000e+01,4.671120704753087161e+00,4.785912487566177376e+00,5.346590341022817050e+00,3.992044977073591738e+00,5.313518552186611288e+00,1.260000000000000000e+02,1.690000000000000000e+02,2.200000000000000000e+02,6.900000000000000000e+01,9.000000000000000000e+00
5.119769486042985207e+00,5.396050667041558668e+00,4.732452721140432139e+00,5.644177450685612385e+00,5.619369750504707994e+00,2.110000000000000000e+02,2.220000000000000000e+02,2.210000000000000000e+02,6.700000000000000000e+01,1.300000000000000000e+01,6.513929798885594202e+00,5.962356435741831717e+00,6.478774429424782433e+00,5.794298512561029568e+00,6.862938332891054927e+00,2.100000000000000000e+01,2.210000000000000000e+02,1.440000000000000000e+02,1.440000000000000000e+02,1.840000000000000000e+02
5.063458876419627330e+00,5.438400900897061518e+00,5.309771563079661583e+00,5.127302782639001855e+00,4.874060286746063397e+00,2.200000000000000000e+02,9.300000000000000000e+01,8.700000000000000000e+01,1.850000000000000000e+02,8.700000000000000000e+01,5.571115874874821294e+00,5.422417161891130988e+00,5.868926619173285175e+00,5.863455209996464745e+00,5.699380865043014666e+00,1.950000000000000000e+02,1.960000000000000000e+02,1.960000000000000000e+02,2.140000000000000000e+02,2.700000000000000000e+01
5.519328822516881061e+00,6.347987841473859305e+00,5.831065527631272616e+00,5.912509129943225084e+00,6.449013785426870982e+00,1.300000000000000000e+01,1.400000000000000000e+02,1.060000000000000000e+02,1.400000000000000000e+02,3.800000000000000000e+01,5.241215008391837848e+00,5.465247176906086857e+00,5.295633679169069907e+00,5.162630473669397091e+00,5.442959605919490684e+00,1.050000000000000000e+02,1.060000000000000000e+02,8.100000000000000000e+01,8.300000000000000000e+01,7.000000000000000000e+00
5.725894436826690637e+00,4.986277153794393513e+00,5.790931900064467008e+00,5.253688005152302054e+00,4.256088317752631411e+00,9.000000000000000000e+00,1.770000000000000000e+02,2.080000000000000000e+02,1.020000000000000000e+02,1.770000000000000000e+02,4.971542749396769878e+00,5.232808824083251764e+00,5.387529123333429482e+00,5.658145918450261824e+00,5.454469241565860216e+00,2.700000000000000000e+01,1.540000000000000000e+02,7.000000000000000000e+00,3.000000000000000000e+00,1.540000000000000000e+02
4.985394935593505217e+00,4.992737023892163784e+00,5.528801454527854986e+00,5.064529044975214056e+00,6.074572805726999647e+00,1.370000000000000000e+02,1.310000000000000000e+02,1.370000000000000000e+02,1.310000000000000000e+02,1.310000000000000000e+02,5.974541757713450529e+00,6.208626722485812266e+00,5.711113215070287019e+00,5.895506193587501720e+00,5.290087373950408178e+00,1.050000000000000000e+02,1.470000000000000000e+02,1.050000000000000000e+02,7.100000000000000000e+01,1.000000000000000000e+00
4.942183459268320256e+00,5.519344307801636873e+00,5.756654239165200693e+00,6.315249551360921920e+00,5.312647560194870167e+00,1.540000000000000000e+02,2.090000000000000000e+02,2.080000000000000000e+02,5.000000000000000000e+01,2.090000000000000000e+02,5.518214313085845646e+00,5.878196583659289765e+00,5.800801965044991348e+00,5.367432443111992413e+00,5.591892881695939010e+00,1.330000000000000000e+02,1.600000000000000000e+01,1.500000000000000000e+01,8.900000000000000000e+01,8.800000000000000000e+01
